Company ID,name,Website,Number of Locations Band,Years in Business Band,Employee Band,Revenue Band
37188032,CRP Tecnologia,crptecnologia.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
12546499,Rader,radar.com, 1-9, 09-10, 10-99, $1M-$2.49M
115175882,cashup.com.br,cashup.com.br, 1-9, 21-25, 1-9, $500K-$999K
12546506,FirstSoft,firstsoft.com.mx, 1-9, 04-05, 1-9, <$100K
108753356,Business Computer POS,bcposgroup.com, 1-9, 26-30, 10-99, $1M-$2.49M
108753357,,,,,,
12546512,Ibyte,ibyte.com.br, 1-9, 21-25," 1,000+", $100M-$499M
108753364,GH SISTEMAS,grupogh.com.mx, 1-9, 21-25, 1-9, $100K-$499K
12677592,Manhattan Associates,manh.com, 30-49, 31+," 1,000+", $1B-$4.9B
26046938,Techworld,techworld.co.il, 1-9, 04-05, 1-9, <$100K
12546523,Alianza en Control Industrial de C.V.,acisa.com, 1-9, 31+, 10-99, $500K-$999K
118059484,Inphini,inphini.mx, 1-9, 11-15, 1-9, <$100K
12677599,"Elitechlab, S.A.P.I. de C.V.",elitechlab.com, 1-9, 11-15, 10-99, $1M-$2.49M
13988323,Amedia-consultants-bresil,amedia-consultants-bresil.com, 1-9, 04-05, 1-9, <$100K
92107237,Informatica-tecnologica,informatica-tecnologica.com, 1-9, 04-05, 1-9, <$100K
12415461,,,,,,
118321639,OMQ GmbH,omq.ai, 1-9, 11-15, 1-9, $500K-$999K
108753382,,,,,,
13595113,Soft And Business Ecuador,softandbusiness.com, 1-9, 09-10, 10-99, $1M-$2.49M
12415468,POINT IT S.R.L.,pointit.com.ar, 1-9,-, 1-9, $2.5M-$4.9M
106918382,xvoucher.com,info.xvoucher.com, 10-29, 21-25, 1-9, $500K-$999K
118059505,Mti,mtienlinea.com, 1-9,-, 1-9, <$100K
118059507,AGLAR,aglar.com.mx, 1-9, 02-03, 10-99, $500K-$999K
92107252,Tecsystem Orient,tecsystemorient.com, 1-9, 31+, 10-99, $5M-$9.9M
26046965,,,,,,
26046967,Techno Space Comercio De Produtos Tecnologicos Eireli,technospace.com.br, 1-9, 04-05, 1-9, <$100K
12677624,monday.com,monday.com, 10-29, 11-15," 1,000+", $500M-$999M
118059513,Kineo,kineo.com, 1-9, 16-20, 100-499, $10M-$24.9M
26046968,WP Company,wpcompany.com.br, 1-9, 09-10, 1-9, $100K-$499K
26046970,,,,,,
118059516,a.i.r.,airsoluciones.com, 1-9, 11-15, 1-9, <$100K
26046972,Ricardo De Souza Gonzaga 79212271715,kgsdobrasil.com.br, 1-9, 06-08, 1-9, <$100K
12546554,DocuSign,docusign.com, 50-99, 21-25," 1,000+", $1B-$4.9B
118059519,Corporacion Magnus,click.gt, 1-9, 11-15, 1-9, <$100K
118059523,Net Secure,netsecure.com.pa, 1-9, 21-25, 1-9, <$100K
12677638,Tesla Systems,teslasystemsinc.com, 1-9, 31+, 10-99, $1M-$2.49M
118321674,Misabi Testmanagement B.V.,misabitestmanagement.nl, 1-9, 21-25, 1-9, $100K-$499K
118059537,CORDEL GROUP,cordel.ai, 1-9, 11-15, 10-99, $2.5M-$4.9M
111899154,,,,,,
93549076,Grupo Intelygente,grupointelygente.com.co, 1-9, 04-05, 1-9, <$100K
118321685,Reliable Controls Corp,rcontrols.com, 1-9, 26-30, 10-99, $1M-$2.49M
12677654,Datelcosoluciones,datelcosoluciones.com, 1-9, 04-05, 1-9, <$100K
13988374,Harpoon,harpoon.vc, 10-29, 06-08, 1-9, $500K-$999K
111505941,Stream Nova,streamnova.com, 1-9, 21-25, 10-99, $1M-$2.49M
118059549,,,,,,
111637031,iPro Store,iprostore.com.pe, 1-9,-, 1-9, $500K-$999K
118059560,Sisnet Consultores,sisnet.co.cr, 1-9, 26-30, 1-9, $500K-$999K
13988395,tridium automacao,tridium.com.br, 1-9, 11-15, 1-9, <$100K
111768109,xenosbit consulting,xenosbitconsulting.com, 1-9, 06-08, 1-9, <$100K
26047025,Latechco,latechco.com, 1-9, 16-20, 10-99, $1M-$2.49M
107311665,MERCANZA SL,mercanza.es, 10-29, 31+, 100-499, $10M-$24.9M
118321714,NET CS CONSULTORIA EN REDES Y TI,netcs.com.mx, 1-9, 11-15, 10-99, $2.5M-$4.9M
12546609,NETCOMM SOLUTIONS,netcomm.mx, 1-9, 04-05, 1-9, <$100K
37188148,eduhub,eduhub.technology, 1-9, 04-05, 1-9, <$100K
118059578,,,,,,
118059579,Telecomunicaciones Pandsistcom,pandsistcom.com.ve, 1-9,-, 1-9, <$100K
118321725,Presteamshop,presteamshop.com, 1-9, 11-15, 1-9, $500K-$999K
12808771,Automationedge,automationedge.ai, 1-9, 06-08, 1-9, <$100K
118321732,Adeltec Solussues,adeltec.com.br, 1-9, 26-30, 1-9, <$100K
115307080,techram - tecnologia e solucoes em informacao,techram.com.br, 1-9, 09-10, 1-9, <$100K
13070921,Azurian Soluciones,azuriansoluciones.com, 1-9, 04-05, 1-9, <$100K
115307086,tech side informatica,techside.com.br, 1-9, 04-05, 1-9, <$100K
12808785,OPTMIZE,tradein.com.br, 1-9, 21-25, 10-99, $100K-$499K
92107346,Mknetwork,mknetwork.info, 1-9, 16-20, 1-9, <$100K
118059607,Datasystem Software,datasystemweb.com.br, 1-9, 21-25, 1-9, $500K-$999K
37188184,factorytech.cl,factorytech.cl, 1-9, 11-15, 1-9, <$100K
107311715,MEGA COMPUTER TECNOLOGIA,megacomputer.com.co, 1-9, 09-10, 1-9, $100K-$499K
106918506,BORINQUEN COMMUNICATION,borinquenci.com, 1-9, 02-03, 10-99, $100K-$499K
108753514,Mspbrasil,mspbrasil.com.br, 1-9, 21-25, 10-99, $5M-$9.9M
118059632,PLUSLAB,agenciaeplus.com.br, 1-9, 11-15, 1-9, <$100K
118321778,SOFTBR AUTOMACAO,softbr.net, 1-9, 11-15, 1-9, $100K-$499K
118059636,Novalys,novalys.net, 1-9, 26-30, 10-99, $1M-$2.49M
118321781,Brasilsync,brasilsync.com.br, 1-9, 11-15, 10-99, $1M-$2.49M
12808822,Zun It Services de C.V.,zunit.mx, 1-9, 06-08, 1-9, $100K-$499K
115307127,TECSUL CONSTRUTORA,tecsulsistemas.com.br, 1-9, 11-15, 1-9, <$100K
108753529,,,,,,
12546682,cloudfacil.net,cloudfacil.net, 1-9, 11-15, 1-9, <$100K
111768188,Azurecloudlatam,azurecloudlatam.com, 1-9, 04-05, 1-9, <$100K
26047101,Made2manage Systems,apteanrespond.com, 50-99, 26-30, 1-9, <$100K
12677759,KLC Tecnologia Integral de C.V.,klc.mx, 1-9, 11-15, 10-99, $1M-$2.49M
37188251,techcos,techcos.co, 1-9, 09-10, 1-9, <$100K
115307165,Teknisa Software,teknisa.com, 1-9, 31+, 100-499, $10M-$24.9M
13071007,Myv Systems,myvsystems.com, 1-9, 04-05, 1-9, <$100K
13071011,Mundo Logico,mundologico.com, 1-9, 16-20, 10-99, $1M-$2.49M
12677796,ONE400,one400.com, 1-9, 11-15, 1-9, $1M-$2.49M
116486821,ib tech panama,ibtechpa.com, 1-9, 09-10, 1-9, <$100K
26047141,IOS,ios.com, 1-9, 11-15, 10-99, $5M-$9.9M
13071012,Sistemasctdrs,sistemasctdrslp.com, 1-9, 04-05, 1-9, <$100K
12546726,Kore.ai,kore.ai, 10-29, 11-15, 100-499, $100M-$499M
13071020,Grupo Re,grupored.com.mx, 1-9, 21-25, 100-499, $10M-$24.9M
118059694,Jas Technologies,jastech.com.ec, 1-9, 26-30, 1-9, <$100K
13071022,Hashi Technology,hashitech.net, 1-9, 09-10, 1-9, <$100K
118059700,SATELITE GLOBAL COMMUNICATIONS,aloglobal.co, 10-29, 21-25, 1-9, <$100K
13071030,Johnstone-Allen Information Management,johnstone-allen.com, 1-9, 21-25, 1-9, $500K-$999K
118059714,Vysat,blackwolf.com.gt, 1-9, 21-25, 1-9, <$100K
118059727,,,,,,
13071056,B-Tech Consulting SpA,b-tech.cl, 1-9, 11-15, 1-9, $100K-$499K
116486868,intecomp,intecomp.cl, 1-9, 06-08, 1-9, <$100K
12546772,Partnercloud,partnercloud.com.br, 1-9, 06-08, 1-9, <$100K
111899355,,,,,,
107311836,Medios Tecnologicos de C.V.,meditec.com.mx, 1-9, 26-30, 1-9, $500K-$999K
12677853,Verkko MX,verkko.mx, 1-9, 16-20, 1-9, $500K-$999K
12415713,Ppross,ppross.mx, 1-9, 11-15, 1-9, <$100K
111899364,Sistemas Y Soluciones Tecnologicas Del Peru,sistp.com, 1-9, 06-08, 1-9, <$100K
12808934,Hangzhou Hikvision Digital Technology,hikvision.com, 30-49, 21-25," 1,000+", $10B-$24.9B
118059754,Y2k Networks,aivo.co, 1-9, 11-15, 10-99, $1M-$2.49M
107180779,,,,,,
107311857,,,,,,
13988596,ADCOTECH Business Solutions,adcotechjm.com, 1-9, 11-15, 1-9, <$100K
13988599,,,,,,
111899386,Cemco,cemco.com.ec, 1-9,-, 1-9, <$100K
13071108,Tenda Web,tendaweb.com.br, 1-9, 31+, 1-9, <$100K
12415756,Cloud Brigade,cloudbrigade.com, 1-9, 16-20, 10-99, $1M-$2.49M
118321935,Skywire Communications,skywirecomm.com, 1-9, 21-25, 10-99, $1M-$2.49M
92107537,BOGER CONSULTING,bogerconsulting.com, 1-9, 16-20, 1-9, <$100K
108753683,Ingenieria Enlace,ienlace.cl, 1-9, 16-20, 10-99, $1M-$2.49M
107180823,Top Systems,topsystems.com.mx, 1-9, 21-25, 1-9, $500K-$999K
12808985,IoT Consulting,iotconsulting.tech, 1-9, 06-08, 1-9, <$100K
111637275,Soluciones Avanzadas en Identificacion y Acceso de C.V.,idglobal.com.mx, 1-9, 21-25, 1-9, $100K-$499K
12808991,ICCSA,iccsa.com.mx, 1-9, 04-05, 1-9, $100K-$499K
12415784,Hotspot International,hotspotinternational.com, 1-9, 21-25, 10-99, $1M-$2.49M
12415785,Lara Infor SoluASSAues Em Informatica,larainfor.com.br, 1-9, 16-20, 1-9, <$100K
12546859,Soluciones Tecnol,unoti.mx, 1-9, 11-15, 10-99, $1M-$2.49M
12677933,Grupo TechBiz,techbiz.com.br, 1-9, 16-20, 100-499, $10M-$24.9M
12809007,Alaris Technology,alaristechnology.com, 1-9, 21-25, 10-99, $5M-$9.9M
118059824,grid | desarrollo de software,gridcompany.com.mx, 1-9, 06-08, 1-9, <$100K
13071154,DATAPRIME SISTEMAS,dataprimesistemas.com.br, 1-9, 16-20, 1-9, $100K-$499K
111506227,Bidcom,bidcom.com.ar, 1-9, 16-20, 10-99, $5M-$9.9M
111899445,,,,,,
12677946,Atentus,atentus.com, 1-9, 21-25, 10-99, $5M-$9.9M
118059842,hillstone networks latam,hillstonenet.lat, 1-9, 16-20, 1-9, <$100K
118321988,SOFTGIC,softgic.co, 1-9, 11-15, 1-9, <$100K
12415812,SoftwareONE Czech Republic,softwareone.com, 100+, 31+, 10-99, $100M-$499M
12677959,SoftNetBaires,softnetbaires.com.ar, 1-9, 06-08, 1-9, $500K-$999K
26047304,Sitel Per,sitel.com.pe, 1-9, 16-20, 10-99, $5M-$9.9M
118059849,avantti consultoria,grupoavantti.com.br, 1-9,-, 1-9, <$100K
92238664,Solutiontecs,solutiontecs.com, 1-9, 21-25, 1-9, <$100K
118059852,Gest,gestaodinamica.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
118059853,hid systems,homecard.com.br, 1-9, 21-25, 1-9, <$100K
12809037,AVANTE AUTOMACAO INDUSTRIAL,grupoavante.ind.br, 1-9, 11-15, 10-99, $500K-$999K
12546893,,,,,,
108753746,Pcshek Tecnolog,pcshek.com, 1-9, 21-25, 10-99, $1M-$2.49M
12677971,Integrated Insight,integratedinsight.com, 10-29, 16-20, 10-99, $1M-$2.49M
37188436,Data-consult,dataconsult.com.mx, 1-9, 26-30, 1-9, <$100K
118059862,hardworks,hardworks.cl, 1-9, 16-20, 1-9, <$100K
12677975,Comercializadora de Soluciones Tecnologicas de C.V.,cs-tec.com.mx, 1-9, 16-20, 10-99, $1M-$2.49M
115176280,Phoneiq,phoneiq.co, 1-9, 06-08, 10-99, $1M-$2.49M
111506265,SEIE SERVICOS DE MANUTENCAO DE EQUIPAMENTOS INDUSTRIAIS E COMERCIO DE MATERIAIS ELETROELETRONICOS,knetwork.com.br, 1-9, 02-03, 1-9, <$100K
108753751,,,,,,
13464411,Braveworld Creative,willingweb.com, 1-9, 11-15, 1-9, $1M-$2.49M
12809048,web union,webunion.com, 1-9, 04-05, 1-9, <$100K
13595482,ALYCE MUNDO INTERATIVO,alyce.com.br, 1-9, 11-15, 1-9, $100K-$499K
12809051,String Sistemas SRL,stringsistemas.com, 1-9, 11-15, 1-9, $500K-$999K
12809053,COMPUPLAZA E.I.R.L.,compuplaza.net.pe, 1-9, 04-05, 1-9, <$100K
12415843,Operisoft Solutions LLP,operisoft.com, 1-9, 11-15, 10-99, $1M-$2.49M
12546919,Cimentec Engineering,cimentec.com, 1-9, 21-25, 1-9, $1M-$2.49M
108753770,MAKING TECNOLOGIA DA INFORMACAO,makingnet.com.br, 1-9, 21-25, 1-9, $100K-$499K
118059883,gsharp soluciones informaticas,gsharp.com.ar, 1-9, 09-10, 1-9, <$100K
111899503,Technologies Solutions Advanced Chile,techsolad.com, 1-9,-, 1-9, <$100K
112292725,D & Js Saloon,isbel.com, 1-9, 31+, 10-99, $1M-$2.49M
118059896,iiot supervisor,iiotsupervisor.com, 1-9,-, 1-9, <$100K
118322040,,,,,,
93287288,INTEGRA TIC TECNOLOGIAS DE OPTIMIZACION S,integratic.com.co, 1-9, 11-15, 1-9, $1M-$2.49M
12415867,Zenta Group,zentagroup.com, 1-9, 16-20, 100-499, $10M-$24.9M
12546937,Bs4 Tecnologia,bs4tecnologia.com, 1-9, 04-05, 1-9, <$100K
13595513,Systech,systech.com.mx, 1-9, 31+, 1-9, <$100K
13464446,UniqueNet - Solucoes para Internet,uniquenet.com.br, 1-9, 04-05, 1-9, $500K-$999K
13464449,simple sistemas,simplesistemas.com.br, 1-9, 04-05, 1-9, <$100K
12415874,Directcall Telecom,directcall.com.br, 1-9, 31+, 100-499, $10M-$24.9M
12678021,Syscomp,syscomp.co, 1-9, 21-25, 1-9, <$100K
13595525,enigma security consultoria,enigmaconsultoria.com.br, 1-9, 04-05, 1-9, <$100K
111506313,AT Group Software de C.V.,atgroup.com.mx, 1-9, 11-15, 1-9, $500K-$999K
12809099,ZOLL,zoll.com, 100+, 31+," 1,000+", $500M-$999M
26047374,Palo Alto Networks,paloaltonetworks.de, 1-9, 16-20, 1-9, <$100K
12678031,KnowBe4,knowbe4.com, 10-29, 11-15," 1,000+", $100M-$499M
107180943,SELLERT S.A.C.,sellert.com, 1-9, 16-20, 1-9, $2.5M-$4.9M
112292754,Flō Networks,flo.net, 1-9, 21-25," 1,000+", $100M-$499M
118059928,lamp tecnologia,lamptecnologia.com.br, 1-9, 09-10, 1-9, <$100K
12546968,A SOFTWARE,2bc.com.br, 1-9, 02-03, 1-9, $100K-$499K
37188505,Answers Etc.,answersetc.com, 1-9, 31+, 10-99, $5M-$9.9M
12678043,KONTRAST SYSTEMY KOMPUTEROWE RADOSLAW ZANIEWSKI,kontrast.pl, 1-9, 04-05, 10-99, $100K-$499K
12546973,MaxVision,maxvision.com, 1-9, 31+, 10-99, $5M-$9.9M
111637407,Magnani SRL,magnani.com.ar, 1-9, 31+, 10-99, $1M-$2.49M
118322082,genapp tech,genapptech.com, 1-9, 09-10, 1-9, <$100K
12678052,Splunk,splunk.com, 100+, 21-25," 1,000+", $1B-$4.9B
111899556,masscomm,masscomm.es, 1-9,-, 10-99, $1M-$2.49M
12809125,Integrisysmx,integrisys.com.mx, 1-9, 11-15, 1-9, $500K-$999K
118059944,Kubernet Ingeniería,kubernet.cl, 1-9, 09-10, 10-99, $500K-$999K
12546997,R&C Business Consulting,rycbc.com, 1-9, 16-20, 10-99, $1M-$2.49M
118322102,aleroninc.com,aleroninc.com, 30-49, 31+, 1-9, $500K-$999K
12678073,,,,,,
12678074,2sis Evoluciona,2sis.com.mx, 1-9, 11-15, 1-9, <$100K
13071294,lalussoft,lalussoft.com, 1-9, 04-05, 1-9, <$100K
12678080,7 Layers,7layers.com, 10-29, 26-30, 1-9, $500K-$999K
118322112,911 Consultores,911consultores.com, 1-9, 21-25, 1-9, <$100K
12415938,,,,,,
118059975,MiGuayaba.com,miguayaba.com, 1-9, 11-15, 10-99, $1M-$2.49M
12678087,Soluciones Integrales Tecnologicas,sitsa.biz, 1-9, 21-25, 10-99, $1M-$2.49M
118322121,D.L.Simoes InovaASSAPSo E Tecnologia,novo.multcorp.com.br, 1-9, 09-10, 1-9, <$100K
106918861,GP software.travel,software.travel, 10-29, 11-15, 1-9, $100K-$499K
12415951,Grupo Smartekh,smartekh.com, 1-9, 31+, 10-99, $1M-$2.49M
111637456,,,,,,
13464534,HM INFORMATICA,hminformatica.com, 1-9, 04-05, 1-9, $100K-$499K
37188566,Red Sky Blue Water,redskybluewater.com, 10-29, 16-20, 10-99, $1M-$2.49M
13464536,Group Via Tech,groupviatech.com, 1-9, 04-05, 1-9, <$100K
118322137,system solutions argentina,systemsolutionsargentina.com, 1-9, 26-30, 1-9, <$100K
118059995,LIBERTY T.I,libertyinformatica.com.br, 1-9, 16-20, 1-9, <$100K
118322142,BurA3 Mexicano De Consultores En Seguridad InformA!tica,grupobeit.com, 1-9,-, 1-9, <$100K
12809182,GenIT,genit.com.ar, 1-9, 11-15, 10-99, $1M-$2.49M
37188574,Protiviti,protiviti.com, 50-99, 21-25," 1,000+", $1B-$4.9B
13071339,Cedi Consulting,cedi.com.ar, 1-9, 31+, 10-99, $10M-$24.9M
12415981,Inatec,inatec.com.ar, 1-9, 04-05, 1-9, $500K-$999K
13071342,cidesoft.co,cidesoft.com.co, 1-9, 31+, 1-9, <$100K
13464559,,,,,,
37188591,pizote soft,pizotesoft.com, 1-9, 09-10, 1-9, <$100K
118060017,giteca solutions sac.,giteca.com, 1-9, 11-15, 1-9, <$100K
107312115,MEGAOUTSOURCING SOLUCIONES INTELIGENTES,megaoutsourcingec.com, 1-9, 06-08, 1-9, <$100K
12415987,"Molina Durazo, Conrado Antonio",teslacomputacion.com, 1-9, 11-15, 10-99, $1M-$2.49M
12415989,Stand 8 Technology Services,stand8.io, 10-29, 16-20, 100-499, $10M-$24.9M
12547063,Gold Coast IT Solutions,gcitsolutions.com, 1-9, 06-08, 100-499, $10M-$24.9M
118322169,tblmanager.com,tblmanager.com, 1-9, 11-15, 1-9, $500K-$999K
37188602,FORA SOFT LLC.,forasoft.com, 30-49, 04-05, 100-499, $5M-$9.9M
12678140,RACE CONSULTORIA E APOIO ADMINISTRATIVO,raceconsultoria.com.br, 1-9, 16-20, 1-9, <$100K
13464574,Paginas Web Autoadministrables,paginaswebautoadministrables.com.mx, 1-9, 04-05, 1-9, <$100K
12547074,Giver Solutions,giversolutions.com, 1-9, 06-08, 1-9, $500K-$999K
37188612,Pos Technologies,postechnologies.com.mx, 1-9, 16-20, 1-9, <$100K
111899652,Trc Europe,traces.group, 1-9, 21-25, 1-9, <$100K
37188613,WEBBY PROPAGANDA,webbypropaganda.com.br, 1-9, 11-15, 1-9, $100K-$499K
118322183,Equifax Honduras,equifax.hn, 1-9, 31+," 1,000+", $500M-$999M
111899655,Ue Brasil Tecnologia,uetecnologia.com.br, 1-9, 04-05, 10-99, $1M-$2.49M
118060041,GESTOR ON SOLUCOES TECNOLOGICAS,gestoron.com.br, 1-9, 11-15, 1-9, $100K-$499K
112292879,Nitza Santini,onuvo.com, 1-9, 11-15, 1-9, $500K-$999K
13464592,revoluciondigital.com,revoluciondigital.com, 1-9, 04-05, 1-9, $500K-$999K
107181075,Sepac Corp,sepaccorp.com, 1-9, 31+, 100-499, $10M-$24.9M
26047511,Lepok A Sua Grande Papelaria,lepok.com.br, 1-9, 31+, 100-499, $10M-$24.9M
13071385,,,,,,
115307547,mspmovil.com,mspmovil.com, 1-9, 31+, 1-9, $500K-$999K
107181083,SERVA SERVICIOS ESPECIALIZADOS INFORMATICOS,serbangroup.com, 10-29, 26-30, 10-99, $5M-$9.9M
12547102,ultimate technographics,technographics.co, 1-9, 31+, 1-9, <$100K
118322208,,,,,,
26047522,Southwestern Ontario,ourperth.ca, 1-9, 31+, 100-499, $10M-$24.9M
118322210,,,,,,
118060070,Liveline Technologies,liveline.tech, 1-9, 04-05, 10-99, $1M-$2.49M
26047527,Baker McKenzie,bakermckenzie.com, 50-99, 31+," 1,000+", $1B-$4.9B
118322214,tv bank,tvbank.com.br, 1-9, 06-08, 1-9, <$100K
111637548,COMPULANDIA S.R.L.,compulandia.com.py, 1-9, 16-20, 1-9, $1M-$2.49M
111768622,Createthrive,createthrive.com, 1-9, 06-08, 10-99, $1M-$2.49M
118060081,Massivetech Del Ecuador,massivetech-ec.com, 1-9, 16-20, 1-9, $500K-$999K
12416050,,,,,,
118322231,Symtechven Representaciones,symtechven.com, 1-9, 26-30, 1-9, <$100K
118060088,MASTER FIBRAS SP,masterfibrasp.com.br, 1-9, 00-01, 1-9, $100K-$499K
115176512,Place Tecnologia E Inova,placeti.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
12809284,Eslab,eslabon.com.mx, 1-9, 31+, 10-99, $5M-$9.9M
118060101,Linkup,linkup.net.br, 1-9, 16-20, 10-99, $1M-$2.49M
12547141,Compressor Controls Corporation,cccglobal.com, 10-29, 31+, 100-499, $10M-$24.9M
12809285,Innovative Network Computer Solutions,incsnow.com, 1-9, 26-30, 10-99, $1M-$2.49M
108753999,TECNO NACHO SAS,tecnonacho.com, 1-9, 06-08, 1-9, $1M-$2.49M
13595728,Odmsystem,odmsystem.com, 1-9, 04-05, 1-9, <$100K
118060113,logui soft,loguisoft.com, 1-9, 09-10, 1-9, <$100K
12678227,KUKAC,kukac.com.br, 1-9, 04-05, 10-99, $1M-$2.49M
107312215,Importaciones Mega Chambi S.A.C.,megachambi.com, 1-9, 06-08, 1-9, $1M-$2.49M
111768664,Promotech,promotech.com.br, 1-9, 16-20, 1-9, <$100K
112292954,REALCLOUD SYSTEMS,realcloud.ai, 1-9, 02-03, 1-9, <$100K
12547162,Codster,codster.io, 1-9, 06-08, 10-99, $1M-$2.49M
118322269,Gean Cruz Lopes Sousa,sepolbilisim.com, 1-9, 16-20, 1-9, <$100K
13988958,Pc-data,pc-data.biz, 1-9, 04-05, 1-9, <$100K
107312223,MEGASETEC,megasetec.com, 1-9, 16-20, 10-99, $2.5M-$4.9M
12416096,Panduit,panduit.com, 50-99, 31+," 1,000+", $1B-$4.9B
111768673,Web Studios 360,webstudios360.com, 1-9, 11-15, 1-9, <$100K
92238945,Pricelab,pricelab.co, 1-9, 11-15, 1-9, $500K-$999K
111899746,System Digital Computer Sas,sdccolombia.com, 1-9, 16-20, 1-9, <$100K
118322277,,,,,,
91976807,foxtec tecnologia,foxtecnologia.com.br, 1-9, 11-15, 1-9, <$100K
13071465,4bears Technologies,4bears.com.br, 1-9, 16-20, 10-99, $1M-$2.49M
111899759,,,,,,
12547186,Claro Cloud,clarocloud.com.pe, 1-9, 31+, 1-9, <$100K
111899762,Maria Elvira Rodriguez Casuccio,imse.com.ar, 1-9, 11-15, 1-9, <$100K
12416117,DERECO TECNOLOGIA,dereco.com.br, 1-9, 11-15, 1-9, $100K-$499K
13071481,Computer Shala,computershala.com, 1-9, 06-08, 1-9, <$100K
111899769,,,,,,
111899771,Groupcisc Centro Empresarial,groupcisc.com, 1-9, 11-15, 1-9, <$100K
111899777,Viva Solutions,vivaconecta.com, 1-9, 16-20, 1-9, <$100K
26047626,Meridiano Electronica,meridiano-elec.com.ar, 1-9, 11-15, 1-9, <$100K
118060177,grupo ntsec,grupontsec.com.br, 1-9, 16-20, 1-9, <$100K
108754066,METRONET COLOMBIA SAS,metronet.com.co, 1-9, 11-15, 1-9, $100K-$499K
12416152,,,,,,
92239001,Ingenian Software,ingenian.com, 1-9, 21-25, 10-99, $5M-$9.9M
118060187,Hexa Networks,hexanetworks.com.br, 1-9, 06-08, 1-9, $500K-$999K
118322335,GoalBit-Solutions,goalbit-solutions.com, 1-9, 11-15, 1-9, $500K-$999K
106919071,CUEMBY,cuemby.com, 10-29, 09-10, 1-9, $500K-$999K
118060194,IIN Tecnologias,iingroup.com, 1-9, 26-30," 1,000+", $25M-$49M
12416164,Wiic Solutions,wiicsolutions.com, 1-9, 21-25, 10-99, $1M-$2.49M
12809380,Nexa Tecnologia,nexa.com.br, 1-9, 26-30, 100-499, $10M-$24.9M
111768746,Herbie.Ai,herbie.ai, 30-49, 04-05, 10-99, $5M-$9.9M
12678314,,,,,,
13595818,Kmsolutions,kmsolutions.ec, 1-9, 16-20, 10-99, $2.5M-$4.9M
13464749,First Automation,first-automation.com, 1-9, 06-08, 1-9, $500K-$999K
118060209,hello alugue e use,hellopc.com.br, 1-9, 21-25, 1-9, <$100K
12809396,Flow Line Technologies,flowlinetechnologies.com, 1-9, 04-05, 10-99, $5M-$9.9M
118060213,hc telecom,hctelecom.com.br, 1-9, 26-30, 1-9, <$100K
118060214,GPE SISTEMAS S.A.S.,gpesistemas.com.ar, 1-9, 09-10, 1-9, $100K-$499K
93287605,Miel Mex de C.V.,intele.net, 1-9, 21-25, 10-99, <$100K
13464761,yuba rh,yubarh.com.mx, 1-9, 09-10, 1-9, <$100K
118060220,Growthy,growthy.cl, 1-9, 09-10, 1-9, $100K-$499K
118060221,GSTN TELECOMUNICACOES,gstn.com.br, 1-9, 16-20, 10-99, $100K-$499K
12416190,Digicomp Engenharia Ltda,digicomp.com.br, 1-9, 31+, 100-499, $10M-$24.9M
12416194,Class Solutions LTDA,class-solutions.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
13071556,Emdee Technology,emdee.com, 1-9, 26-30, 10-99, $1M-$2.49M
118060236,Hosanna Tecnologia,hosannatecnologia.com.br, 1-9, 11-15, 10-99, $1M-$2.49M
118322381,RODRIGO LANDIM CARNEIRO,emagine.com.br, 1-9,-, 1-9, <$100K
111899860,ByO A.I.C.,byo.cl, 1-9, 26-30, 1-9, $500K-$999K
111768797,avatar informatica,avatarinformatica.com, 1-9, 11-15, 1-9, <$100K
118060254,mapp sistemas,mappsistemas.com.br, 1-9, 11-15, 1-9, <$100K
118060255,moy - me ocupo yo,meocupoyo.com.ar, 1-9, 06-08, 1-9, <$100K
118060259,l.on digital,londigital.com.br, 1-9, 11-15, 1-9, <$100K
118322406,Almendra,almendra.io, 1-9, 00-01, 1-9, $100K-$499K
91976935,Insound Solutions,insoundsolutions.com, 1-9, 16-20, 1-9, $500K-$999K
37188850,Grupo Mahvla,mahvla.com.br, 1-9, 31+, 100-499, $10M-$24.9M
37188851,,,,,,
12547320,Motorola Solutions,motorolasolutions.com, 100+, 31+," 1,000+", $10B-$24.9B
118060291,Listen Up de Mexico,listenup.com.mx, 1-9, 16-20, 100-499, $10M-$24.9M
12547332,,,,,,
107181319,Serrano Automation,serranoautomacao.com.br, 1-9, 21-25, 10-99, $1M-$2.49M
115307784,Moskit Crm,moskitcrm.com, 1-9, 09-10, 10-99, $1M-$2.49M
13071625,GRUPO TOSHIKO S.A.C.,toshiko.com.pe, 1-9,-, 1-9, $100K-$499K
111899916,Letti Conectividade Ltda,letti.com.br, 1-9, 31+, 10-99, $1M-$2.49M
12416271,Dannti,dannti.mx, 1-9, 04-05, 1-9, <$100K
37188881,Ofb Consulting,ofbconsulting.com, 1-9, 04-05, 1-9, $500K-$999K
118322450,,,,,,
12547348,Softilux Sistemas,softilux.com.br, 1-9, 26-30, 10-99, $1M-$2.49M
12547350,FattoriaWEB,fattoriaweb.com.br, 1-9, 16-20, 1-9, $500K-$999K
12547351,exa.com.sa,exa.com.sa, 1-9, 31+, 1-9, $500K-$999K
